"","driver","race","pit_in_elapsed_time","pit_in_lap_count","pit_in_leader_lap","pit_out_elapsed_time","pit_stop_type","pit_stop_duration","laps_remaining"
"386","Kyle Larson","Daytona 500",1850.885,38,38,1883.664,"TWO_WHEEL_CHANGE_RIGHT",9.3423,163
"387","Kyle Larson","Daytona 500",2259.146,42,43,2288.551,"TWO_WHEEL_CHANGE_LEFT",6.5061,159
"388","Kyle Larson","Daytona 500",4343.186,67,67,4378.836,"FOUR_WHEEL_CHANGE",13.1124,134
"389","Kyle Larson","Daytona 500",6478.503,107,107,6509.536,"OTHER",6.9067,94
"390","Kyle Larson","Daytona 500",7848.995,132,132,7886.272,"FOUR_WHEEL_CHANGE",14.2806,69
"391","Kyle Larson","Daytona 500",8232.717,135,135,8262.402,"OTHER",5.5721,66
"392","Kyle Larson","Daytona 500",9605.544,155,155,9641.018,"FOUR_WHEEL_CHANGE",11.5017,46
"393","Kyle Larson","Daytona 500",9869.507,157,157,9913.154,"OTHER",11.3924,44
"397","Todd Gilliland","Daytona 500",1756.283,36,37,1786.948,"OTHER",6.8734,165
"398","Todd Gilliland","Daytona 500",4341.457,67,67,4380.199,"FOUR_WHEEL_CHANGE",15.6622,134
"399","Todd Gilliland","Daytona 500",6477.334,107,107,6507.452,"OTHER",6.1392,94
"400","Todd Gilliland","Daytona 500",7849.624,132,132,7898.349,"FOUR_WHEEL_CHANGE",25.1887,69
"401","Todd Gilliland","Daytona 500",9607.13,155,155,9649.827,"FOUR_WHEEL_CHANGE",17.6136,46
"402","Todd Gilliland","Daytona 500",9871.893,157,157,9903.334,"OTHER",5.6722,44
"406","Christopher Bell","Daytona 500",1801.448,37,37,1832.679,"TWO_WHEEL_CHANGE_RIGHT",8.3239,164
"407","Christopher Bell","Daytona 500",3768.505,62,63,3918.507,"TWO_WHEEL_CHANGE_RIGHT",126.1026,139
"408","Christopher Bell","Daytona 500",4101.902,64,66,4221.272,"TWO_WHEEL_CHANGE_LEFT",94.6357,137
"410","Christopher Bell","Daytona 500",7978.498,92,133,8019.177,"FOUR_WHEEL_CHANGE",17.6914,109
"411","Christopher Bell","Daytona 500",9737.851,115,156,9772.82,"FOUR_WHEEL_CHANGE",12.2455,86
"412","Christopher Bell","Daytona 500",10803.974,133,175,10833.359,"OTHER",4.4707,68
"416","Tyler Reddick","Daytona 500",1803.332,37,38,1835.738,"OTHER",7.8409,164
"417","Tyler Reddick","Daytona 500",2967.255,52,53,3015.673,"FOUR_WHEEL_CHANGE",26.1586,149
"418","Tyler Reddick","Daytona 500",4345.172,67,67,4383.561,"FOUR_WHEEL_CHANGE",15.4481,134
"419","Tyler Reddick","Daytona 500",6478.702,107,107,6509.007,"OTHER",6.1059,94
"420","Tyler Reddick","Daytona 500",7851.455,132,132,7921.834,"FOUR_WHEEL_CHANGE",47.8139,69
"424","Greg Biffle","Daytona 500",1199.347,24,25,1259.804,"OTHER",33.9994,177
"425","Greg Biffle","Daytona 500",1320.323,25,27,1331.426,"OTHER",4130.8199,176
"428","Greg Biffle","Daytona 500",6936.931,54,117,6972.527,"OTHER",11.9449,147
"429","Greg Biffle","Daytona 500",7978.963,70,133,8025.115,"FOUR_WHEEL_CHANGE",22.3551,131
"430","Greg Biffle","Daytona 500",9734.146,93,156,9773.807,"TWO_WHEEL_CHANGE_RIGHT",14.463,108
"431","Greg Biffle","Daytona 500",10803.159,111,175,10843.041,"OTHER",15.0478,90
"437","Denny Hamlin","Daytona 500",1802.284,37,38,1832.708,"OTHER",7.1067,164
"438","Denny Hamlin","Daytona 500",3746.755,62,63,3766.002,"ONE_WHEEL_CHANGE",15,139
"442","William Byron Jr.","Daytona 500",1802.705,37,38,1834.493,"TWO_WHEEL_CHANGE_RIGHT",8.8751,164
"445","Harrison Burton","Daytona 500",1850.334,38,38,1880.684,"TWO_WHEEL_CHANGE_RIGHT",7.3072,163
"448","Ross Chastain","Daytona 500",1803.06,37,38,1839.432,"TWO_WHEEL_CHANGE_RIGHT",13.2128,164
"451","Kyle Larson","Wise Power 400",744.039,15,15,785.654,"FOUR_WHEEL_CHANGE",11.7449,185
"452","Kyle Larson","Wise Power 400",2011.677,38,38,2054.437,"FOUR_WHEEL_CHANGE",13.2455,162
"453","Kyle Larson","Wise Power 400",2916.016,53,53,2958.905,"FOUR_WHEEL_CHANGE",13.28,147
"454","Kyle Larson","Wise Power 400",3875.242,67,67,3916.586,"FOUR_WHEEL_CHANGE",11.5112,133
"455","Kyle Larson","Wise Power 400",5319.263,91,91,5361.05,"FOUR_WHEEL_CHANGE",12.2788,109
"456","Kyle Larson","Wise Power 400",6511.085,111,111,6552.773,"FOUR_WHEEL_CHANGE",12.3788,89
"457","Kyle Larson","Wise Power 400",8059.449,132,132,8103.314,"FOUR_WHEEL_CHANGE",14.3472,68
"458","Kyle Larson","Wise Power 400",9181.474,152,152,9222.922,"FOUR_WHEEL_CHANGE",11.8116,48
"459","Kyle Larson","Wise Power 400",11057.382,174,174,11099.724,"FOUR_WHEEL_CHANGE",12.7241,26
"460","Kyle Larson","Wise Power 400",12091.288,192,192,12132.003,"FOUR_WHEEL_CHANGE",11.2109,8
"463","Austin Dillon","Wise Power 400",747.863,15,15,790.345,"FOUR_WHEEL_CHANGE",12.5658,185
"464","Austin Dillon","Wise Power 400",2017.51,38,38,2060.071,"FOUR_WHEEL_CHANGE",11.874,162
"465","Austin Dillon","Wise Power 400",2921.35,53,53,2963.336,"FOUR_WHEEL_CHANGE",11.93,147
"466","Austin Dillon","Wise Power 400",3878.757,67,67,3919.48,"FOUR_WHEEL_CHANGE",11.2777,133
"467","Austin Dillon","Wise Power 400",5321.122,91,91,5362.726,"FOUR_WHEEL_CHANGE",11.785,109
"468","Austin Dillon","Wise Power 400",6515.156,111,111,6556.162,"FOUR_WHEEL_CHANGE",11.2482,89
"469","Austin Dillon","Wise Power 400",8061.931,132,132,8102.123,"FOUR_WHEEL_CHANGE",10.3967,68
"470","Austin Dillon","Wise Power 400",9183.543,152,152,9224.558,"FOUR_WHEEL_CHANGE",11.4446,48
"471","Austin Dillon","Wise Power 400",11059.31,174,174,11100.252,"FOUR_WHEEL_CHANGE",11.2396,26
"472","Austin Dillon","Wise Power 400",12091.726,192,192,12133.922,"FOUR_WHEEL_CHANGE",12.5406,8
"476","Erik Jones","Wise Power 400",740.763,15,15,784.237,"FOUR_WHEEL_CHANGE",13.6111,185
"477","Erik Jones","Wise Power 400",2009.821,38,38,2052.02,"FOUR_WHEEL_CHANGE",12.3218,162
"478","Erik Jones","Wise Power 400",2914.61,53,53,2957.019,"FOUR_WHEEL_CHANGE",12.8704,147
"479","Erik Jones","Wise Power 400",3874.518,67,67,3918.795,"FOUR_WHEEL_CHANGE",14.3211,133
"480","Erik Jones","Wise Power 400",5319.054,91,91,5361.948,"FOUR_WHEEL_CHANGE",13.0448,109
"481","Erik Jones","Wise Power 400",6512.438,111,111,6553.828,"FOUR_WHEEL_CHANGE",11.7157,89
"482","Erik Jones","Wise Power 400",8058.659,132,132,8100.383,"FOUR_WHEEL_CHANGE",12.1823,68
"483","Erik Jones","Wise Power 400",9180.047,152,152,9221.572,"FOUR_WHEEL_CHANGE",11.7224,48
"484","Erik Jones","Wise Power 400",11058.772,174,174,11102.142,"FOUR_WHEEL_CHANGE",13.4822,26
"485","Erik Jones","Wise Power 400",12091.997,192,192,12134.106,"FOUR_WHEEL_CHANGE",12.0709,8
"489","Daniel Suarez","Wise Power 400",744.689,15,15,787.981,"FOUR_WHEEL_CHANGE",13.7334,185
"490","Daniel Suarez","Wise Power 400",2013.583,38,38,2059.4,"FOUR_WHEEL_CHANGE",16.2485,162
"491","Daniel Suarez","Wise Power 400",2918.761,53,53,2961.613,"FOUR_WHEEL_CHANGE",13.4184,147
"492","Daniel Suarez","Wise Power 400",3877.603,67,67,3921.086,"FOUR_WHEEL_CHANGE",14.1471,133
"493","Daniel Suarez","Wise Power 400",5321.79,91,91,5450.228,"FOUR_WHEEL_CHANGE",98.6272,109
"494","Daniel Suarez","Wise Power 400",5557.653,93,94,5636.23,"OTHER",46.6805,107
"495","Daniel Suarez","Wise Power 400",6516.955,111,111,6558.899,"FOUR_WHEEL_CHANGE",12.5458,89
"496","Daniel Suarez","Wise Power 400",8062.184,132,132,8102.478,"FOUR_WHEEL_CHANGE",10.806,68
"497","Daniel Suarez","Wise Power 400",9182.416,152,152,9224.267,"FOUR_WHEEL_CHANGE",12.5616,48
"498","Daniel Suarez","Wise Power 400",11059.617,174,174,11100.562,"FOUR_WHEEL_CHANGE",11.2629,26
"499","Daniel Suarez","Wise Power 400",12092.721,192,192,12133.026,"FOUR_WHEEL_CHANGE",10.8777,8
"503","Joey Logano","Wise Power 400",743.479,15,15,786.686,"FOUR_WHEEL_CHANGE",13.0268,185
"504","Joey Logano","Wise Power 400",2011.14,38,38,2054.125,"FOUR_WHEEL_CHANGE",13.1005,162
"505","Joey Logano","Wise Power 400",2915.482,53,53,2958.904,"FOUR_WHEEL_CHANGE",13.8138,147
"506","Joey Logano","Wise Power 400",3875.828,67,67,3917.631,"FOUR_WHEEL_CHANGE",12.2787,133
"507","Joey Logano","Wise Power 400",5318.701,91,91,5361.038,"FOUR_WHEEL_CHANGE",12.4838,109
"508","Joey Logano","Wise Power 400",6511.589,111,111,6555.39,"FOUR_WHEEL_CHANGE",14.3474,89
"509","Joey Logano","Wise Power 400",8058.922,132,132,8100.46,"FOUR_WHEEL_CHANGE",11.6769,68
"510","Joey Logano","Wise Power 400",9180.284,152,152,9222.473,"FOUR_WHEEL_CHANGE",12.5406,48
"511","Joey Logano","Wise Power 400",11057.928,174,174,11099.908,"FOUR_WHEEL_CHANGE",12.226,26
"512","Joey Logano","Wise Power 400",12091.512,192,192,12133.651,"FOUR_WHEEL_CHANGE",12.5629,8
"516","Aric Almirola","Wise Power 400",748.714,15,15,790.144,"FOUR_WHEEL_CHANGE",11.5349,185
"517","Aric Almirola","Wise Power 400",2014.504,38,38,2055.495,"FOUR_WHEEL_CHANGE",11.242,162
"518","Aric Almirola","Wise Power 400",2918.169,53,53,2960.37,"FOUR_WHEEL_CHANGE",13.355,147
"519","Aric Almirola","Wise Power 400",3879.328,67,67,3919.896,"FOUR_WHEEL_CHANGE",10.7127,133
"520","Aric Almirola","Wise Power 400",5320.775,91,91,5362.476,"FOUR_WHEEL_CHANGE",12.1276,109
"521","Aric Almirola","Wise Power 400",6513.87,111,111,6555.086,"FOUR_WHEEL_CHANGE",12.3468,89
"522","Aric Almirola","Wise Power 400",8060.263,132,132,8101.154,"FOUR_WHEEL_CHANGE",10.9601,68
"524","Aric Almirola","Wise Power 400",8513.295,137,138,8555.856,"FOUR_WHEEL_CHANGE",13.0503,63
"525","Aric Almirola","Wise Power 400",9311.966,153,154,9354.635,"FOUR_WHEEL_CHANGE",10.6103,47
"526","Aric Almirola","Wise Power 400",11062.476,174,174,11177.181,"FOUR_WHEEL_CHANGE",83.9924,26
"527","Aric Almirola","Wise Power 400",12093.778,192,192,12135.664,"FOUR_WHEEL_CHANGE",11.678,8
"531","Kevin Harvick","Wise Power 400",750.051,15,15,794.198,"FOUR_WHEEL_CHANGE",23.5439,185
"532","Kevin Harvick","Wise Power 400",2016.805,38,38,2059.834,"FOUR_WHEEL_CHANGE",12.9986,162
"533","Kevin Harvick","Wise Power 400",3135.95,55,55,3172.299,"OTHER",4.9048,145
"534","Kevin Harvick","Wise Power 400",3882.263,67,67,3925.915,"FOUR_WHEEL_CHANGE",13.5956,133
"535","Kevin Harvick","Wise Power 400",5323.903,91,91,5369.372,"FOUR_WHEEL_CHANGE",15.1433,109
"536","Kevin Harvick","Wise Power 400",6515.442,111,111,6557.586,"FOUR_WHEEL_CHANGE",12.203,89
"537","Kevin Harvick","Wise Power 400",8062.512,132,132,8104.038,"FOUR_WHEEL_CHANGE",12.5383,68
"538","Kevin Harvick","Wise Power 400",8181.46,133,133,8220.156,"OTHER",8.4742,67
"539","Kevin Harvick","Wise Power 400",9184.909,152,152,9225.978,"FOUR_WHEEL_CHANGE",11.0221,48
"540","Kevin Harvick","Wise Power 400",9311,153,154,9362.778,"OTHER",20.1528,47
"541","Kevin Harvick","Wise Power 400",9978.956,160,160,10020.362,"FOUR_WHEEL_CHANGE",11.5549,40
"542","Kevin Harvick","Wise Power 400",11059.861,174,174,11101.07,"FOUR_WHEEL_CHANGE",11.5382,26
"543","Kevin Harvick","Wise Power 400",12093.327,192,192,12134.737,"FOUR_WHEEL_CHANGE",11.3457,8
"549","Kurt Busch","Wise Power 400",2014.766,38,38,2056.166,"FOUR_WHEEL_CHANGE",11.6163,162
"550","Kurt Busch","Wise Power 400",2916.304,53,53,2957.431,"FOUR_WHEEL_CHANGE",11.6261,147
"551","Kurt Busch","Wise Power 400",3137.65,55,55,3183.875,"FOUR_WHEEL_CHANGE",15.7822,145
"552","Kurt Busch","Wise Power 400",3882.939,67,67,3927.162,"FOUR_WHEEL_CHANGE",13.8469,133
"553","Kurt Busch","Wise Power 400",4113.414,69,70,4193.661,"OTHER",48.5476,131
"554","Kurt Busch","Wise Power 400",5324.889,91,91,5423.045,"FOUR_WHEEL_CHANGE",67.6361,109
"555","Kurt Busch","Wise Power 400",6515.688,111,111,6557.211,"FOUR_WHEEL_CHANGE",8.3816,89
"556","Kurt Busch","Wise Power 400",8066.31,132,132,8166.374,"FOUR_WHEEL_CHANGE",69.3168,68
"557","Kurt Busch","Wise Power 400",9185.531,152,152,9232.709,"FOUR_WHEEL_CHANGE",17.1336,48
"558","Kurt Busch","Wise Power 400",9975.84,160,160,10017.798,"FOUR_WHEEL_CHANGE",12.0976,40
"559","Kurt Busch","Wise Power 400",11060.191,174,174,11102.37,"FOUR_WHEEL_CHANGE",12.3382,26
"560","Kurt Busch","Wise Power 400",12094.031,192,192,12136.111,"FOUR_WHEEL_CHANGE",12.9435,8
"564","Daniel Hemric","Wise Power 400",743.765,15,15,789.66,"FOUR_WHEEL_CHANGE",16.0157,185
"565","Daniel Hemric","Wise Power 400",2013.246,38,38,2056.745,"FOUR_WHEEL_CHANGE",13.0462,162
"566","Daniel Hemric","Wise Power 400",2160.087,39,40,2350.345,"OTHER",155.5919,161
"570","Daniel Hemric","Wise Power 400",4886.546,78,83,4929.925,"FOUR_WHEEL_CHANGE",13.179,122
"571","Daniel Hemric","Wise Power 400",7072.732,114,118,7179.405,"FOUR_WHEEL_CHANGE",75.3763,86
"572","Daniel Hemric","Wise Power 400",10120.435,161,162,10170.209,"FOUR_WHEEL_CHANGE",18.0844,39
"573","Daniel Hemric","Wise Power 400",11062.193,174,174,11105.391,"FOUR_WHEEL_CHANGE",13.3132,26
"574","Daniel Hemric","Wise Power 400",12094.265,192,192,12136.537,"FOUR_WHEEL_CHANGE",12.35,8
"578","Ricky Stenhouse Jr.","Wise Power 400",742.037,15,15,784.563,"FOUR_WHEEL_CHANGE",12.4789,185
"579","Ricky Stenhouse Jr.","Wise Power 400",2010.18,38,38,2053.291,"FOUR_WHEEL_CHANGE",12.779,162
"580","Ricky Stenhouse Jr.","Wise Power 400",2915.209,53,53,2957.949,"FOUR_WHEEL_CHANGE",12.5789,147
"581","Ricky Stenhouse Jr.","Wise Power 400",3876.708,67,67,3920.218,"FOUR_WHEEL_CHANGE",13.3132,133
"583","Ricky Stenhouse Jr.","Wise Power 400",5324.495,91,91,5367.823,"FOUR_WHEEL_CHANGE",13.3458,109
"584","Ricky Stenhouse Jr.","Wise Power 400",6514.218,111,111,6556.081,"FOUR_WHEEL_CHANGE",11.9116,89
"585","Ricky Stenhouse Jr.","Wise Power 400",8061.685,132,132,8103.747,"FOUR_WHEEL_CHANGE",12.2785,68
"586","Ricky Stenhouse Jr.","Wise Power 400",9181.805,152,152,9223.61,"FOUR_WHEEL_CHANGE",11.6782,48
"587","Ricky Stenhouse Jr.","Wise Power 400",9974.582,160,160,10017.81,"FOUR_WHEEL_CHANGE",12.7459,40
"588","Ricky Stenhouse Jr.","Wise Power 400",11061.29,174,174,11104.88,"FOUR_WHEEL_CHANGE",13.8136,26
"589","Ricky Stenhouse Jr.","Wise Power 400",12093.058,192,192,12134.397,"FOUR_WHEEL_CHANGE",11.5111,8
"593","Cole Custer","Wise Power 400",746.294,15,15,787.277,"FOUR_WHEEL_CHANGE",11.5402,185
"594","Cole Custer","Wise Power 400",2014.197,38,38,2055.942,"FOUR_WHEEL_CHANGE",10.7432,162
"595","Cole Custer","Wise Power 400",2919.376,53,53,2960.95,"FOUR_WHEEL_CHANGE",12.0474,147
"596","Cole Custer","Wise Power 400",3879.045,67,67,3919.734,"FOUR_WHEEL_CHANGE",8.9882,133
"597","Cole Custer","Wise Power 400",5320.494,91,91,5364.125,"FOUR_WHEEL_CHANGE",19.9526,109
"598","Cole Custer","Wise Power 400",6513.6,111,111,6553.82,"FOUR_WHEEL_CHANGE",15.2482,89
"599","Cole Custer","Wise Power 400",8059.764,132,132,8100.822,"FOUR_WHEEL_CHANGE",12.0931,68
"600","Cole Custer","Wise Power 400",9181.027,152,152,9223.291,"FOUR_WHEEL_CHANGE",16.4159,48
"601","Cole Custer","Wise Power 400",9974.316,160,160,10016.943,"FOUR_WHEEL_CHANGE",11.6582,40
"602","Cole Custer","Wise Power 400",11060.459,174,174,11103.088,"FOUR_WHEEL_CHANGE",13.6682,26
"603","Cole Custer","Wise Power 400",12095.409,192,192,12136.306,"FOUR_WHEEL_CHANGE",15.7819,8
"607","Austin Cindric","Wise Power 400",742.908,15,15,785.782,"FOUR_WHEEL_CHANGE",13.1235,185
"608","Austin Cindric","Wise Power 400",2012.067,38,38,2053.232,"FOUR_WHEEL_CHANGE",11.7591,162
"609","Austin Cindric","Wise Power 400",2917.633,53,53,2960.418,"FOUR_WHEEL_CHANGE",13.379,147
"610","Austin Cindric","Wise Power 400",3876.394,67,67,3918.975,"FOUR_WHEEL_CHANGE",13.4185,133
"611","Austin Cindric","Wise Power 400",5319.638,91,91,5360.796,"FOUR_WHEEL_CHANGE",11.945,109
"612","Austin Cindric","Wise Power 400",6512.765,111,111,6554.347,"FOUR_WHEEL_CHANGE",12.3121,89
"613","Austin Cindric","Wise Power 400",8060.043,132,132,8101.43,"FOUR_WHEEL_CHANGE",12.378,68
"614","Austin Cindric","Wise Power 400",9182.134,152,152,9224.311,"FOUR_WHEEL_CHANGE",12.6361,48
"615","Austin Cindric","Wise Power 400",9976.64,160,160,10095.288,"FOUR_WHEEL_CHANGE",88.9843,40
"616","Austin Cindric","Wise Power 400",11061.942,174,174,11103.143,"FOUR_WHEEL_CHANGE",11.7016,26
"617","Austin Cindric","Wise Power 400",12093.557,192,192,12165.582,"FOUR_WHEEL_CHANGE",42.9222,8
"621","Martin Truex Jr.","Wise Power 400",743.188,15,15,785.45,"FOUR_WHEEL_CHANGE",12.579,185
"622","Martin Truex Jr.","Wise Power 400",2010.821,38,38,2053.41,"FOUR_WHEEL_CHANGE",12.7123,162
"623","Martin Truex Jr.","Wise Power 400",2916.581,53,53,2958.037,"FOUR_WHEEL_CHANGE",11.8782,147
"624","Martin Truex Jr.","Wise Power 400",3878.204,67,67,3975.198,"FOUR_WHEEL_CHANGE",66.4975,133
"625","Martin Truex Jr.","Wise Power 400",5322.292,91,91,5366.087,"FOUR_WHEEL_CHANGE",14.1805,109
"626","Martin Truex Jr.","Wise Power 400",5443.109,92,92,5538.458,"OTHER",65.1292,108
"627","Martin Truex Jr.","Wise Power 400",6516.334,111,111,6559.337,"FOUR_WHEEL_CHANGE",13.2129,89
"628","Martin Truex Jr.","Wise Power 400",8063.104,132,132,8106.559,"FOUR_WHEEL_CHANGE",13.9791,68
"629","Martin Truex Jr.","Wise Power 400",9183.772,152,152,9225.672,"FOUR_WHEEL_CHANGE",12.4456,48
"630","Martin Truex Jr.","Wise Power 400",11062.776,174,174,11106.009,"FOUR_WHEEL_CHANGE",12.2551,26
"631","Martin Truex Jr.","Wise Power 400",12094.547,192,192,12136.178,"FOUR_WHEEL_CHANGE",11.5939,8
"635","Kyle Busch","Wise Power 400",688.932,14,15,734.142,"FOUR_WHEEL_CHANGE",15.3572,186
"636","Kyle Busch","Wise Power 400",862.056,16,16,941.173,"OTHER",48.5819,184
"637","Kyle Busch","Wise Power 400",1839.329,35,36,2280.968,"FOUR_WHEEL_CHANGE",411.5022,165
"638","Kyle Busch","Wise Power 400",3767.174,62,67,3890.25,"FOUR_WHEEL_CHANGE",93.1804,138
"640","Kyle Busch","Wise Power 400",4986.374,80,85,5038.663,"FOUR_WHEEL_CHANGE",22.1359,120
"641","Kyle Busch","Wise Power 400",7182.522,115,119,7283.152,"FOUR_WHEEL_CHANGE",71.5166,85
"642","Kyle Busch","Wise Power 400",9291.426,151,153,9332.46,"FOUR_WHEEL_CHANGE",11.7346,49
"643","Kyle Busch","Wise Power 400",10099.698,159,161,10139.764,"FOUR_WHEEL_CHANGE",10.8588,41
"644","Kyle Busch","Wise Power 400",11184.52,174,176,11225.065,"FOUR_WHEEL_CHANGE",11.5232,26
"645","Kyle Busch","Wise Power 400",12216.012,193,193,12256.211,"FOUR_WHEEL_CHANGE",11.1432,7
"649","Denny Hamlin","Wise Power 400",742.365,15,15,784.175,"FOUR_WHEEL_CHANGE",11.4323,185
"650","Denny Hamlin","Wise Power 400",2011.428,38,38,2053.37,"FOUR_WHEEL_CHANGE",12.212,162
"651","Denny Hamlin","Wise Power 400",2917.92,53,53,2960.26,"FOUR_WHEEL_CHANGE",12.6997,147
"652","Denny Hamlin","Wise Power 400",3876.987,67,67,3917.617,"FOUR_WHEEL_CHANGE",10.7809,133
"654","Denny Hamlin","Wise Power 400",5322.565,91,91,5433.039,"FOUR_WHEEL_CHANGE",79.4148,109
"655","Denny Hamlin","Wise Power 400",5557.235,93,94,5669.361,"OTHER",79.7036,107
"656","Denny Hamlin","Wise Power 400",6514.855,111,111,6555.659,"FOUR_WHEEL_CHANGE",10.9416,89
"657","Denny Hamlin","Wise Power 400",8060.731,132,132,8100.917,"FOUR_WHEEL_CHANGE",10.8052,68
"658","Denny Hamlin","Wise Power 400",9181.273,152,152,9235.91,"FOUR_WHEEL_CHANGE",24.3313,48
"659","Denny Hamlin","Wise Power 400",9976.931,160,160,10035.851,"FOUR_WHEEL_CHANGE",28.1172,40
"660","Denny Hamlin","Wise Power 400",11059.011,174,174,11100.785,"FOUR_WHEEL_CHANGE",11.8116,26
"661","Denny Hamlin","Wise Power 400",12092.483,192,192,12135.353,"FOUR_WHEEL_CHANGE",13.0316,8
"665","Chase Briscoe","Wise Power 400",748.4,15,15,789.829,"FOUR_WHEEL_CHANGE",11.3454,185
"666","Chase Briscoe","Wise Power 400",2015.178,38,38,2057.007,"FOUR_WHEEL_CHANGE",11.9191,162
"667","Chase Briscoe","Wise Power 400",2915.792,53,53,2957.51,"FOUR_WHEEL_CHANGE",9.376,147
"668","Chase Briscoe","Wise Power 400",3875.007,67,67,3916.092,"FOUR_WHEEL_CHANGE",9.9396,133
"669","Chase Briscoe","Wise Power 400",5317.73,91,91,5358.863,"FOUR_WHEEL_CHANGE",11.5579,109
"670","Chase Briscoe","Wise Power 400",6511.909,111,111,6561.215,"FOUR_WHEEL_CHANGE",18.925,89
"671","Chase Briscoe","Wise Power 400",8062.819,132,132,8104.644,"FOUR_WHEEL_CHANGE",11.8583,68
"672","Chase Briscoe","Wise Power 400",8188.731,133,134,8258.63,"OTHER",36.809,67
"673","Chase Briscoe","Wise Power 400",9185.25,152,152,9227.199,"FOUR_WHEEL_CHANGE",12.1692,48
"674","Chase Briscoe","Wise Power 400",9977.42,160,160,10018.917,"FOUR_WHEEL_CHANGE",11.2936,40
"675","Chase Briscoe","Wise Power 400",12095.165,192,192,12136.472,"FOUR_WHEEL_CHANGE",11.4281,8
"679","Ty Dillon","Wise Power 400",751.086,15,15,799.24,"FOUR_WHEEL_CHANGE",17.9206,185
"680","Ty Dillon","Wise Power 400",2018.32,38,38,2067.074,"FOUR_WHEEL_CHANGE",18.2179,162
"681","Ty Dillon","Wise Power 400",2921.772,53,53,2964.293,"FOUR_WHEEL_CHANGE",12.8124,147
"682","Ty Dillon","Wise Power 400",3881.008,67,67,3925.366,"FOUR_WHEEL_CHANGE",14.8814,133
"683","Ty Dillon","Wise Power 400",5325.57,91,91,5368.821,"FOUR_WHEEL_CHANGE",13.7466,109
"684","Ty Dillon","Wise Power 400",6517.877,111,111,6560.479,"FOUR_WHEEL_CHANGE",13.0982,89
"685","Ty Dillon","Wise Power 400",8064.767,132,132,8107.523,"FOUR_WHEEL_CHANGE",12.4955,68
"686","Ty Dillon","Wise Power 400",9186.486,152,152,9228.748,"FOUR_WHEEL_CHANGE",12.4456,48
"687","Ty Dillon","Wise Power 400",9975.564,160,160,10021.313,"FOUR_WHEEL_CHANGE",14.5203,40
"688","Ty Dillon","Wise Power 400",11063.137,174,174,11109.845,"FOUR_WHEEL_CHANGE",16.2287,26
"689","Ty Dillon","Wise Power 400",12095.809,192,192,12139.518,"FOUR_WHEEL_CHANGE",13.7556,8
"693","Ryan Blaney","Wise Power 400",741.035,15,15,788.656,"FOUR_WHEEL_CHANGE",16.3755,185
"694","Ryan Blaney","Wise Power 400",2010.499,38,38,2054.353,"FOUR_WHEEL_CHANGE",13.98,162
"695","Ryan Blaney","Wise Power 400",2914.88,53,53,2960.538,"FOUR_WHEEL_CHANGE",15.5154,147
"696","Ryan Blaney","Wise Power 400",3876.123,67,67,3919.212,"FOUR_WHEEL_CHANGE",12.5456,133
"697","Ryan Blaney","Wise Power 400",5318.444,91,91,5360.521,"FOUR_WHEEL_CHANGE",12.5276,109
"698","Ryan Blaney","Wise Power 400",6512.149,111,111,6555.757,"FOUR_WHEEL_CHANGE",12.0119,89
"699","Ryan Blaney","Wise Power 400",8059.233,132,132,8101.688,"FOUR_WHEEL_CHANGE",12.4459,68
"700","Ryan Blaney","Wise Power 400",9180.516,152,152,9225.3,"FOUR_WHEEL_CHANGE",14.9481,48
"701","Ryan Blaney","Wise Power 400",9974.934,160,160,10018.642,"FOUR_WHEEL_CHANGE",13.1462,40
"702","Ryan Blaney","Wise Power 400",11057.652,174,174,11101.069,"FOUR_WHEEL_CHANGE",12.7839,26
"703","Ryan Blaney","Wise Power 400",12092.242,192,192,12135.73,"FOUR_WHEEL_CHANGE",13.5427,8
"707","Bubba Wallace","Wise Power 400",750.626,15,15,794.737,"FOUR_WHEEL_CHANGE",13.4359,185
"708","Bubba Wallace","Wise Power 400",2017.839,38,38,2065.738,"FOUR_WHEEL_CHANGE",16.716,162
"709","Bubba Wallace","Wise Power 400",2148.188,39,40,2218.411,"OTHER",35.8668,161
"710","Bubba Wallace","Wise Power 400",2922.346,53,53,2981.798,"FOUR_WHEEL_CHANGE",28.5627,147
"711","Bubba Wallace","Wise Power 400",3882.604,67,67,3926.705,"FOUR_WHEEL_CHANGE",13.5955,133
"712","Bubba Wallace","Wise Power 400",5328.043,91,91,5427.088,"FOUR_WHEEL_CHANGE",68.5738,109
"713","Bubba Wallace","Wise Power 400",6518.146,111,111,6639.65,"FOUR_WHEEL_CHANGE",91.2591,89
"714","Bubba Wallace","Wise Power 400",7069.74,117,117,7176.258,"OTHER",75.3111,83
"715","Bubba Wallace","Wise Power 400",8064.061,132,132,8106.823,"FOUR_WHEEL_CHANGE",12.7948,68
"716","Bubba Wallace","Wise Power 400",9185.838,152,152,9228.349,"FOUR_WHEEL_CHANGE",12.5776,48
"717","Bubba Wallace","Wise Power 400",9649.04,157,158,9724.12,"FOUR_WHEEL_CHANGE",44.1888,43
"718","Bubba Wallace","Wise Power 400",9864.95,159,160,9974.147,"ONE_WHEEL_CHANGE",78.2841,41
"719","Bubba Wallace","Wise Power 400",10105.355,161,161,10207.476,"OTHER",71.1255,39
